0 0
26.83 0.0195
39.02 0.0341
60.98 0.0561
85.36 0.0829
100 0.0976
119.51 0.1219
153.66 0.1561
182.93 0.1829
209.76 0.20
239.02 0.2122
265.85 0.2195
302.44 0.2171
336.58 0.2073
382.93 0.1878
426.83 0.1561
476.73 0.1317
504.88 0.1073
543.9 0.0829
573.17 0.0732
604.88 0.0585
646.34 0.0512
692.68 0.0512
746.34 0.0658
797.56 0.078
848.78 0.0853
914.63 0.0878
980.49 0.0829
1046.34 0.0829
1100 0.0805
1160.97 0.0756
1214.63 0.078

